leto,država,id,ime,p1,p2,p3,p4,p5,p6,vsota,nagrada 
1994,Slovakia,1081,Michal Kovár,0,7,0,1,4,0,12,Honourable mention
1994,Slovakia,1079,Ivan Cimrák,1,5,0,1,4,0,11,
1994,Belarus,795,Stanislav Sobolevsky,7,7,7,7,7,2,37,Silver medal
1994,Belarus,794,Serguei Charapov,0,7,6,4,7,0,24,Bronze medal
1994,Belarus,793,Vladimir Lechkevitch,1,5,7,5,6,0,24,Bronze medal
1994,Belarus,791,Artem Chvorin,0,3,3,6,7,4,23,Bronze medal
1994,Belarus,796,Dmitri Zenevitch,1,7,0,5,7,0,20,Bronze medal
1994,Belarus,792,Nikolai Kalocha,2,7,0,0,7,0,16,Honourable mention
1994,Canada,823,Edward Leung,7,7,7,7,7,5,40,Gold medal
1994,Canada,824,Kevin Purbhoo,7,7,7,2,6,0,29,Bronze medal
1994,Canada,819,Robert Bridson,4,7,6,1,6,0,24,Bronze medal
1994,Canada,822,Alyssa Ker,7,7,2,2,2,0,20,Bronze medal
1994,Canada,821,Cyrus Hsia Chen,2,7,1,2,2,3,17,Honourable mention
1994,Canada,820,Christopher Ian Hendrie,1,3,6,1,1,1,13,
1994,Israel,937,Lev Buhovsky,7,7,6,7,0,7,34,Silver medal
1994,Israel,940,Lev Radzivilovsky,0,7,6,2,6,7,28,Bronze medal
1994,Israel,938,Maxim Iorsh,7,7,3,7,2,0,26,Bronze medal
1994,Israel,942,Or Tzuk,0,3,5,2,6,5,21,Bronze medal
1994,Israel,939,Ruvim Khvoles,6,7,3,1,1,1,19,Bronze medal
1994,Israel,941,Haggai Scolnicov,1,0,6,1,0,7,15,Honourable mention
1994,Colombia,839,Federico Ardila Mantilla,7,7,7,7,7,2,37,Silver medal
1994,Colombia,840,Dario Monroy,7,7,4,1,7,7,33,Silver medal
1994,Colombia,843,Carlos Alberto Vargas Cruz,2,7,0,3,3,7,22,Bronze medal
1994,Colombia,844,Eliana Zoque,0,7,7,1,5,0,20,Bronze medal
1994,Colombia,842,Camilo Rivera,0,7,3,1,1,0,12,Honourable mention
1994,Colombia,841,Alf Angel Onshuus Nino,2,7,0,2,1,0,12,Honourable mention
1994,South Africa,1090,Mark Nicholas Berman,7,7,7,7,1,0,29,Bronze medal
1994,South Africa,1093,Hilton Lange,7,3,7,4,1,1,23,Bronze medal
1994,South Africa,1091,David Fraser,0,7,7,2,1,3,20,Bronze medal
1994,South Africa,1092,Glenton Jelbert,0,7,3,4,0,4,18,Honourable mention
1994,South Africa,1094,Richard Schneider,5,6,1,3,2,0,17,
1994,South Africa,1095,Andrew Skeen,0,4,3,0,6,0,13,
1994,Turkey,1124,Murat Atlamaz,1,7,7,4,2,1,22,Bronze medal
1994,Turkey,1127,Bayram Yenikaya,7,7,1,4,2,1,22,Bronze medal
1994,Turkey,1125,Rıza Ertuğrul,1,7,7,2,3,2,22,Bronze medal
1994,Turkey,1123,Hasan Fehmi Ateş,3,7,7,4,1,0,22,Bronze medal
1994,Turkey,1126,Zafer Şimşek,0,7,2,3,4,0,16,Honourable mention
1994,Turkey,1128,Bilal Yurdakul,1,7,0,3,2,1,14,Honourable mention
1994,New Zealand,1025,Kirk Alexander,0,7,6,7,5,0,25,Bronze medal
1994,New Zealand,1028,Brendan Riley,5,7,4,2,0,5,23,Bronze medal
1994,New Zealand,1026,James Andrew McGowan,1,7,7,3,2,2,22,Bronze medal
1994,New Zealand,1030,Peter Sedcole,7,0,7,2,3,0,19,Bronze medal
1994,New Zealand,1029,Kevin Ross,1,2,4,2,2,3,14,
1994,New Zealand,1027,Timothy James McLennan,3,0,7,1,2,0,13,Honourable mention
1994,Singapore,1075,Pang Siu Taur,7,7,3,7,2,7,33,Silver medal
1994,Singapore,1078,Wee Hoe Teck,1,7,7,7,6,2,30,Silver medal
1994,Singapore,1077,Swee Heng Tan,1,7,2,5,0,0,15,Honourable mention
1994,Singapore,1074,Chui Ping Ho,0,3,7,3,0,0,13,Honourable mention
1994,Singapore,1073,Han Ping Chor,0,7,2,2,2,0,13,Honourable mention
1994,Singapore,1076,Choon Siang Tan,1,0,3,3,5,0,12,
1994,Austria,789,Theresia Eisenkölbl,7,7,7,7,7,7,42,Gold medal
1994,Austria,790,Tobias Krenn,0,7,5,3,0,0,15,Honourable mention
1994,Austria,785,Christoph Reisinger,3,7,0,5,0,0,15,Honourable mention
1994,Austria,788,Martin Burger,0,4,6,2,3,0,15,
1994,Austria,787,Markus Wabro,0,4,1,3,6,0,14,
1994,Austria,786,Florian Herzig,1,4,3,3,1,1,13,
1994,Armenia,774,Artur Barkhoudarian,6,6,1,7,7,0,27,Bronze medal
1994,Armenia,778,Vahe Poladian,6,7,1,5,5,0,24,Bronze medal
1994,Armenia,775,Arnak Dalalian,3,6,0,7,7,0,23,Bronze medal
1994,Armenia,776,Vardgues Levonian,0,7,4,3,7,0,21,Bronze medal
1994,Armenia,777,Haik Mikaelian,2,7,0,0,6,0,15,Honourable mention
1994,Thailand,1114,Dungjade Shiowattana,7,7,7,3,4,0,28,Bronze medal
1994,Thailand,1113,Jittichai Kujanakanoknad,1,7,7,4,5,4,28,Bronze medal
1994,Thailand,1111,Korakot Chaovavanich,0,2,7,1,7,2,19,Bronze medal
1994,Thailand,1115,Kitisak Srinarupat,0,7,1,4,0,0,12,Honourable mention
1994,Thailand,1116,Ongart Supackchookul,1,4,1,2,2,0,10,
1994,Thailand,1112,Sumet Ketsri,0,5,0,2,2,0,9,
1994,Belgium,798,Carl D'Halluin,1,7,7,3,4,2,24,Bronze medal
1994,Belgium,800,Xavier Hainaut,0,7,0,7,7,0,21,Bronze medal
1994,Belgium,799,Francis Gardeyn,1,7,0,7,1,0,16,Honourable mention
1994,Belgium,802,Stefaan Vaes,0,7,0,1,7,0,15,Honourable mention
1994,Belgium,797,Alice Devillers,2,7,0,3,1,2,15,Honourable mention
1994,Belgium,801,Quentin Louveaux,0,7,5,0,1,1,14,Honourable mention
1994,Morocco,1010,Hatim Marouane,2,7,0,7,7,0,23,Bronze medal
1994,Morocco,1009,Faris Derrij,0,7,0,6,7,0,20,Bronze medal
1994,Morocco,1012,Abdelmajid Youssfi,0,7,0,4,7,0,18,Honourable mention
1994,Morocco,1011,Abdelwahab Missa,1,7,0,2,7,0,17,Honourable mention
1994,Morocco,1008,Mouloud Belkouh,0,7,0,7,1,0,15,Honourable mention
1994,Morocco,1007,Mounssif Aderkaoui,0,7,0,1,4,0,12,Honourable mention
1994,Italy,944,Michele Cammarata,2,1,6,2,7,7,25,Bronze medal
1994,Italy,943,Ulisse Bemer,0,7,5,7,1,0,20,Bronze medal
1994,Italy,948,Francesco Morandin,0,7,6,3,0,1,17,Honourable mention
1994,Italy,947,Davide Gaiotto,0,7,2,3,4,0,16,Honourable mention
1994,Italy,946,Manolo Eminenti,0,5,7,3,1,0,16,Honourable mention
1994,Italy,945,Thomas Daniel,3,1,0,1,3,0,8,
1994,Netherlands,1015,Erik Kieft,7,7,7,2,3,3,29,Bronze medal
1994,Netherlands,1018,Ronald van Luijk,7,7,0,3,1,2,20,Bronze medal
1994,Netherlands,1016,Simon Kronemeijer,0,7,7,0,1,0,15,Honourable mention
1994,Netherlands,1014,Dion Gijswijt,1,3,0,0,2,7,13,Honourable mention
1994,Netherlands,1013,Kevin Backhouse,0,7,1,2,3,0,13,Honourable mention
1994,Netherlands,1017,Gert Jan Smit,1,3,0,1,4,0,9,
1994,Latvia,966,Ainārs Galvāns,5,1,7,0,7,7,27,Bronze medal
1994,Latvia,969,Maksims Kravcevs,7,7,0,0,0,7,21,Bronze medal
1994,Latvia,970,Eduards Mihelovičs,3,4,0,7,7,0,21,Bronze medal
1994,Latvia,971,Aigars Zaube,0,7,4,3,0,0,14,Honourable mention
1994,Latvia,967,Gatis Graubiņš,0,1,6,1,0,0,8,
1994,Latvia,968,Zane Jēkabsone,6,0,0,1,0,0,7,
1994,Brazil,808,Pablo Emanuel,6,7,7,4,7,0,31,Silver medal
1994,Brazil,809,Reinaldo Penharrubia Fagundes,7,7,7,1,2,7,31,Silver medal
1994,Brazil,810,Paulo José Bonfim Gomes Rodrigues,0,7,0,4,3,0,14,Honourable mention
1994,Brazil,812,Marcelo Mendes de Oliveira,0,7,2,1,1,0,11,Honourable mention
1994,Brazil,811,Marcondes França Júnior,0,7,0,0,1,0,8,Honourable mention
1994,Georgia,1049,David Chkhaidze,7,0,6,7,6,0,26,Bronze medal
1994,Georgia,1050,David Gabelaia,5,6,5,1,1,7,25,Bronze medal
1994,Georgia,1053,Giorgi Kovalenko,2,7,0,2,6,1,18,Honourable mention
1994,Georgia,1054,Kakhaber Paichadze,0,7,1,4,1,0,13,Honourable mention
1994,Georgia,1052,Lasha Jikia,1,7,0,2,1,0,11,Honourable mention
1994,Georgia,1051,Vladimir Gelashvili,0,1,0,1,0,0,2,
1994,Sweden,1106,Samuel Rydh,2,6,0,0,7,7,22,Bronze medal
1994,Sweden,1102,Marcus Better,1,0,3,0,6,7,17,Honourable mention
1994,Sweden,1103,Ola Hansson,2,4,5,3,0,2,16,
1994,Sweden,1105,Hans Rullgård,7,0,4,2,0,2,15,Honourable mention
1994,Sweden,1107,Henrik Stewenius,1,3,5,3,0,0,12,
1994,Sweden,1104,Mats-Petter Pettersson,0,0,7,0,3,0,10,Honourable mention
1994,Greece,891,Ioannis Mavroidis,7,7,0,1,7,1,23,Bronze medal
1994,Greece,896,Nikolaos Zygouras,0,7,2,3,6,0,18,Honourable mention
1994,Greece,893,Efstratios Rappos,0,7,0,2,6,0,15,Honourable mention
1994,Greece,895,Georgios Solidakis,0,7,7,0,0,0,14,Honourable mention
1994,Greece,892,Andreas Oikonomou,0,7,0,0,4,0,11,Honourable mention
1994,Greece,894,Theodoros Sangvinatsos,0,7,0,2,1,0,10,Honourable mention
1994,Croatia,847,Miroslav Jurišić,2,7,7,3,0,7,26,Bronze medal
1994,Croatia,846,Ivica Ivec,0,7,4,7,3,0,21,Bronze medal
1994,Croatia,850,Damir Vukičević,1,0,6,1,2,2,12,
1994,Croatia,845,Milica Čudina,0,7,0,1,1,2,11,Honourable mention
1994,Croatia,848,Natalia Kuljiš,0,7,0,2,1,0,10,Honourable mention
1994,Croatia,849,Ozren Perše,0,0,5,1,4,0,10,
1994,Estonia,870,Peeter Laud,0,7,7,0,2,7,23,Bronze medal
1994,Estonia,868,Mart Abel,6,0,5,2,5,0,18,
1994,Estonia,871,Kati Metsalu,0,7,7,1,1,0,16,Honourable mention
1994,Estonia,872,Targo Tennisberg,0,3,3,1,2,7,16,Honourable mention
1994,Estonia,869,Toomas Paaver,0,7,0,1,1,0,9,Honourable mention
1994,Norway,1020,Oystein Gjerstad,4,7,7,0,6,7,31,Silver medal
1994,Norway,1024,Håvard Larsen,1,0,7,1,5,5,19,Bronze medal
1994,Norway,1023,Tore August Kro,3,0,6,5,1,1,16,
1994,Norway,1022,Johannes Kleppe,3,0,0,5,0,0,8,
1994,Norway,1019,Lance Olav Eastgate,1,0,1,1,1,0,4,
1994,Norway,1021,Håkon Hallingstad,0,1,0,1,0,0,2,
1994,Macau,982,Kong Hong Hoi,7,7,6,6,4,0,30,Silver medal
1994,Macau,981,Shun Yin Chu,0,3,7,1,0,0,11,Honourable mention
1994,Macau,980,Lai U Choi,0,7,3,1,0,0,11,Honourable mention
1994,Macau,984,Tak Mao U,0,3,4,1,0,2,10,
1994,Macau,983,Chi Hou Lao,0,7,0,0,1,0,8,Honourable mention
1994,Macau,979,Kuan Wa Choi,0,3,0,0,2,0,5,
1994,Lithuania,975,Vytautas Paškūnas,0,0,7,7,5,1,20,Bronze medal
1994,Lithuania,972,Paulius Cerka,5,2,6,2,1,2,18,
1994,Lithuania,977,Arunas Seputis,6,0,1,2,3,0,12,
1994,Lithuania,974,Dalius Masalas,1,0,7,1,0,2,11,Honourable mention
1994,Lithuania,976,Sigitas Rupelkis,1,1,2,1,1,0,6,
1994,Lithuania,973,Nerijus Kukuraitis,1,1,0,1,1,2,6,
1994,Finland,875,Jaakko Kangasharju,2,0,7,2,7,0,18,Honourable mention
1994,Finland,876,Juha Lemmetti,7,1,3,5,0,0,16,Honourable mention
1994,Finland,873,Ilkka Alasaarela,0,1,7,1,5,0,14,Honourable mention
1994,Finland,877,Jouni Seppanen,0,7,5,0,0,0,12,Honourable mention
1994,Finland,878,Uoti Urpala,0,0,6,3,0,0,9,
1994,Finland,874,Heikki Hyyrö,1,0,0,0,0,0,1,
1994,Ireland,932,Eoghan Flanagan,0,7,7,1,0,1,16,Honourable mention
1994,Ireland,934,Richard Murphy,0,7,0,2,6,0,15,Honourable mention
1994,Ireland,936,John Sullivan,0,5,4,0,1,4,14,
1994,Ireland,931,William Mark Dukes,1,3,6,1,0,0,11,
1994,Ireland,933,Mark Flanagan,0,7,1,0,1,1,10,Honourable mention
1994,Ireland,935,Deirdre O'Brien,0,1,0,1,0,0,2,
1994,North Macedonia,985,Aleksandar Blazevski,1,4,7,2,1,7,22,Bronze medal
1994,North Macedonia,987,Nasko Karamanov,0,7,1,3,5,0,16,Honourable mention
1994,North Macedonia,988,Mirko Petruševski,3,4,5,3,0,1,16,
1994,North Macedonia,986,Andrej Bogdanov,1,7,1,1,2,1,13,Honourable mention
1994,Mongolia,1006,Uuye Otgonbayar,7,7,6,5,0,7,32,Silver medal
1994,Mongolia,1005,Sanduijav Enkhbayar,0,7,0,3,0,0,10,Honourable mention
1994,Mongolia,1004,Saizmaa Tsogzolmaa,1,7,0,0,0,0,8,Honourable mention
1994,Mongolia,1002,Daariimaa Amgalan,0,7,0,0,0,0,7,Honourable mention
1994,Mongolia,1003,Mongol Bayarpurev,0,5,0,2,0,0,7,
1994,Mongolia,1001,Balhuu Batbayasgalan,1,0,0,0,0,0,1,
1994,Trinidad and Tobago,1121,Ravindra Maharaj,0,7,6,3,1,1,18,Honourable mention
1994,Trinidad and Tobago,1117,Brian Armour,1,5,2,2,2,0,12,
1994,Trinidad and Tobago,1118,Kavita Baball,0,5,1,3,1,1,11,
1994,Trinidad and Tobago,1122,Shiva Sandy,1,3,3,2,1,0,10,
1994,Trinidad and Tobago,1119,Natalie Nunes,0,3,1,0,2,1,7,
1994,Trinidad and Tobago,1120,Peter Hosein,0,1,0,2,2,0,5,
1994,Philippines,1036,Glen M Ong,2,0,7,2,3,1,15,Honourable mention
1994,Philippines,1031,Bernard L Cran,1,6,0,4,1,0,12,
1994,Philippines,1034,Paul Manalastas,1,5,1,2,2,0,11,
1994,Philippines,1035,Melvin T Marfega,0,4,2,1,0,0,7,
1994,Philippines,1032,Rico T Draper,1,4,0,0,0,0,5,
1994,Philippines,1033,Kerwin O Khu,2,0,0,1,0,0,3,
1994,Chile,826,Juan Rivera,7,7,7,5,2,7,35,Silver medal
1994,Chile,825,Matias Libedinsky,2,7,3,5,0,0,17,Honourable mention
1994,Republic of Moldova,995,Oleg Alexandrov,0,3,6,7,7,0,23,Bronze medal
1994,Republic of Moldova,1000,Irina Savcenco,0,7,0,0,0,0,7,Honourable mention
1994,Republic of Moldova,999,Sergiu Rata,0,3,2,2,0,0,7,
1994,Republic of Moldova,998,Dorin Grecu,0,3,0,1,3,0,7,
1994,Republic of Moldova,997,Cornelia Glavan,5,0,0,0,0,0,5,
1994,Republic of Moldova,996,Dumitru Ctretu,0,0,0,1,2,0,3,
1994,Portugal,1046,Tiago Castro Ribeiro,2,0,1,4,6,0,13,
1994,Portugal,1045,Luis Calhorda Cruz Filipe,0,0,6,3,2,1,12,
1994,Portugal,1048,Nelson Sousa,2,1,4,2,0,0,9,
1994,Portugal,1047,João Silva,0,0,0,2,3,2,7,
1994,Portugal,1044,Rui Duarte,2,1,2,2,0,0,7,
1994,Portugal,1043,João Cerqueira,0,2,1,0,0,1,4,
1994,Denmark,866,Bjarne Knudsen,7,7,1,1,5,0,21,Bronze medal
1994,Denmark,865,Nis Anders Joergensen,0,2,7,0,3,7,19,Bronze medal
1994,Denmark,864,Jacob Anderskov,2,0,0,0,4,0,6,
1994,Denmark,867,Rasmus Kousholt Sandberg,2,0,0,2,1,0,5,
1994,Cyprus,855,Ernestos Panayiotou,1,7,3,2,2,2,17,Honourable mention
1994,Cyprus,856,Antonios Papachristodoulou,1,4,2,3,4,0,14,
1994,Cyprus,852,Adonis Antoniades,0,4,3,1,1,0,9,
1994,Cyprus,853,Stylianos Ioannides,0,2,0,1,0,1,4,
1994,Cyprus,857,George Savides,0,3,0,0,0,0,3,
1994,Cyprus,854,Panayiotis Kyzas,0,1,0,0,0,0,1,
1994,Slovenia,1088,Primož Moravec,0,7,0,2,7,0,16,Honourable mention
1994,Slovenia,1086,Iztok Kavkler,2,0,0,7,3,0,12,Honourable mention
1994,Slovenia,1085,Jernej Barbič,0,2,2,7,0,0,11,Honourable mention
1994,Slovenia,1089,Helena Šmigoc,5,1,0,0,0,0,6,
1994,Slovenia,1087,Blaž Mavčič,2,0,0,0,0,0,2,
1994,Indonesia,918,Wijayanti Utari,0,7,1,2,1,0,11,Honourable mention
1994,Indonesia,914,Effendi Ronny,1,7,0,1,0,0,9,Honourable mention
1994,Indonesia,915,Marchelius Stefanus,1,7,0,1,0,0,9,Honourable mention
1994,Indonesia,913,Antono Dewanto,0,5,0,2,0,0,7,
1994,Indonesia,916,Nfn Sutriyati,1,2,0,3,1,0,7,
1994,Indonesia,917,Mulyadi Lukito,0,0,1,0,1,1,3,
1994,Bosnia and Herzegovina,807,Tarik Muharemović,0,7,5,2,7,0,21,Bronze medal
1994,Bosnia and Herzegovina,806,Sinan Sinanović,0,0,7,3,3,0,13,Honourable mention
1994,Bosnia and Herzegovina,805,Muharem Jakubovic,2,3,0,0,0,0,5,
1994,Bosnia and Herzegovina,804,Midhat Mujkić,0,1,0,3,0,0,4,
1994,Bosnia and Herzegovina,803,Emica Dautbegović,0,0,0,1,0,0,1,
1994,Spain,1096,Jerónimo Arenas Garcia,4,1,0,1,0,7,13,Honourable mention
1994,Spain,1100,Javier Garcia De Bringas,0,0,6,0,0,7,13,Honourable mention
1994,Spain,1098,Miguel Anxo Bermudez Carro,0,5,0,5,0,0,10,
1994,Spain,1101,David Sevilla Gonzalez,0,1,0,2,0,0,3,
1994,Spain,1097,Tomas Baeza Oliva,1,0,0,0,0,0,1,
1994,Spain,1099,Miguel Catalina Gallego,0,0,0,1,0,0,1,
1994,Switzerland,1108,Armin Rigo,1,4,5,3,3,7,23,Bronze medal
1994,Switzerland,1110,Christophe Weibel,4,0,0,0,1,1,6,
1994,Switzerland,1109,Gil Rochat,0,6,0,0,0,0,6,
1994,Luxembourg,978,Laurent Berger,0,7,7,6,5,7,32,Silver medal
1994,Iceland,912,Magnús Þór Torfason,0,3,0,0,0,7,10,Honourable mention
1994,Iceland,911,Alfreð Hauksson,0,0,6,1,2,0,9,
1994,Iceland,909,Bjarni Einarsson,0,4,1,2,0,0,7,
1994,Iceland,910,Ingileif B. Hallgrímsdóttir,0,3,0,0,0,0,3,
1994,Mexico,993,Benito Fabián Romero Jiménez,0,7,0,1,0,0,8,Honourable mention
1994,Mexico,989,Andrés Bonilla Suárez,0,0,3,2,0,0,5,
1994,Mexico,990,Iván Gallo González,0,3,0,2,0,0,5,
1994,Mexico,991,Sigfrido Hernández Román,0,5,0,0,0,0,5,
1994,Mexico,994,Didier Adán Solís Gamboa,0,1,0,2,0,0,3,
1994,Mexico,992,José Antonio Ramírez Robledo,0,1,0,2,0,0,3,
1994,Kyrgyzstan,960,Nurgul Ukueva,0,7,0,1,4,0,12,Honourable mention
1994,Kyrgyzstan,959,Outchkovnbek Tachbaev,0,1,0,2,0,2,5,
1994,Kyrgyzstan,955,Assel Djoumagoulova,0,2,0,2,0,0,4,
1994,Kyrgyzstan,958,Viktor Pak,0,0,0,1,0,0,1,
1994,Kyrgyzstan,956,Pavel Kaganski,0,0,1,0,0,0,1,
1994,Kyrgyzstan,957,Sovetbet Madichov,0,0,0,1,0,0,1,
1994,Cuba,851,Moreno Santiago Luis,0,7,0,4,1,0,12,Honourable mention
1994,Kuwait,963,Khalifah Al Sabah,2,2,0,1,0,0,5,
1994,Kuwait,964,Khalid Al Zanki,0,1,1,0,2,0,4,
1994,Kuwait,965,Abdullah Husein,0,0,0,0,0,1,1,
1994,Kuwait,961,Fahad Al Ghimlas,0,1,0,0,0,0,1,
1994,Kuwait,962,Fajhan Al Mutairi,0,1,0,0,0,0,1,
1995,People's Republic of China,3782,Chenchang Zhu,7,7,7,7,7,7,42,Gold medal
1995,People's Republic of China,3780,Song Liu,7,7,7,7,7,7,42,Gold medal
1995,People's Republic of China,3781,Cheng Chang,7,7,7,7,7,7,42,Gold medal
1995,People's Republic of China,829,Haidong Wang,7,7,7,3,7,7,38,Gold medal
1995,People's Republic of China,3810,Yizhou Lin,7,7,7,5,7,3,36,Silver medal
1995,People's Republic of China,3809,Yijun Yao,7,7,5,7,7,3,36,Silver medal
1995,Romania,1063,Dragos-Nicola Oprea,7,7,7,7,7,7,42,Gold medal
1995,Romania,3790,Ovidiu Savin,7,7,7,7,7,7,42,Gold medal
1995,Romania,3789,Ciprian Manolescu,7,7,7,7,7,7,42,Gold medal
1995,Romania,3799,Constantin Chiscanu,7,7,7,7,7,3,38,Gold medal
1995,Romania,3823,Adrian Corduneanu,7,7,7,7,7,0,35,Silver medal
1995,Romania,1061,Dragos Ghioca,4,0,7,7,7,6,31,Silver medal
1995,Russian Federation,1072,Serguei Norine,7,7,7,7,7,7,42,Gold medal
1995,Russian Federation,3797,Mikhail Ostrovski,7,7,7,7,7,4,39,Gold medal
1995,Russian Federation,3800,Dmitri Zaporojets,7,7,7,7,7,3,38,Gold medal
1995,Russian Federation,3808,Dmitri Tchelkak,7,7,7,7,7,2,37,Gold medal
1995,Russian Federation,3813,Ilia Katsev,7,7,7,7,7,1,36,Silver medal
1995,Russian Federation,3824,Veronika Essaoulova,7,7,7,7,7,0,35,Silver medal
1995,Vietnam,3792,Ngô Đắc Tuấn,7,7,7,7,7,7,42,Gold medal
1995,Vietnam,1147,Hài Long Đào,7,7,7,7,7,5,40,Gold medal
1995,Vietnam,3830,Nguyễn Thế Trung,7,7,7,7,7,0,35,Silver medal
1995,Vietnam,3829,Nguyễn Thế Phương,7,7,7,7,7,0,35,Silver medal
1995,Vietnam,3831,Phạm Quang Tuấn,7,7,7,7,7,0,35,Silver medal
1995,Vietnam,3842,Cao Văn Hạnh,7,7,5,7,7,0,33,Silver medal
1995,Hungary,3783,Mihály Bárász,7,7,7,7,7,7,42,Gold medal
1995,Hungary,3784,Péter Burcsi,7,7,7,7,7,7,42,Gold medal
1995,Hungary,905,Egmont Koblinger,7,7,7,7,7,7,42,Gold medal
1995,Hungary,3874,Zoltán Németh,6,0,7,7,7,2,29,Silver medal
1995,Hungary,907,Szabolcs Szádeczky-Kardoss,7,0,6,7,7,1,28,Bronze medal
1995,Hungary,3898,Benedek Valkó,4,0,6,7,7,3,27,Bronze medal
1995,Bulgaria,816,Nikolay Nikolov,7,7,7,7,7,7,42,"Gold medal, Special prize"
1995,Bulgaria,3814,Detelin Dossev,7,7,7,7,7,0,35,Silver medal
1995,Bulgaria,817,Grigor Grigorov,7,7,7,7,2,5,35,Silver medal
1995,Bulgaria,3833,Vladimir Tchalkov,7,7,7,6,7,0,34,Silver medal
1995,Bulgaria,3839,Todor Milanov,6,7,7,7,5,1,33,Silver medal
1995,Bulgaria,3880,Ivo Nikolov,7,0,6,7,7,1,28,Bronze medal
1995,Republic of Korea,1060,Sug Woo Shin,7,7,7,7,7,7,42,Gold medal
1995,Republic of Korea,3807,Kyo Min Jeong,7,7,7,7,7,2,37,Gold medal
1995,Republic of Korea,1058,Kyungyong Lee,7,7,5,5,7,3,34,Silver medal
1995,Republic of Korea,3848,Jin Woo Shin,7,7,4,6,7,1,32,Silver medal
1995,Republic of Korea,3865,Joung Keun Lim,7,7,7,7,0,2,30,Silver medal
1995,Republic of Korea,3885,Young Sin Kim,7,7,7,7,0,0,28,Bronze medal
1995,Islamic Republic of Iran,926,Maryam Mirzakhani,7,7,7,7,7,7,42,Gold medal
1995,Islamic Republic of Iran,930,Reza Sadeghi,7,7,7,7,7,2,37,Gold medal
1995,Islamic Republic of Iran,3812,Mohammad Javaheri,7,7,7,7,7,1,36,Silver medal
1995,Islamic Republic of Iran,3819,Hossein Zivari Piran,7,7,6,7,7,1,35,Silver medal
1995,Islamic Republic of Iran,3846,Keivan Mallahi,7,2,3,6,7,7,32,Silver medal
1995,Islamic Republic of Iran,3966,Mohammad Ali Abam,7,0,2,4,7,0,20,Bronze medal
1995,Japan,950,Tetsuyuki Maruoka,7,7,7,6,7,7,41,Gold medal
1995,Japan,954,Satoru Takahashi,7,0,7,7,7,7,35,Silver medal
1995,Japan,3847,Ryoji Hiraguchi,7,7,4,7,7,0,32,Silver medal
1995,Japan,3854,Yuji Tachikawa,7,0,7,7,7,3,31,Silver medal
1995,Japan,3937,Katsuki Tezuka,7,0,0,7,7,2,23,Bronze medal
1995,Japan,3953,Yuichiro Yoshizawa,7,0,0,7,7,0,21,Bronze medal
1995,United Kingdom,1135,Edward Thomas Crane,7,7,7,7,5,4,37,Gold medal
1995,United Kingdom,1139,Joseph Samuel Myers,7,7,7,7,2,7,37,Gold medal
1995,United Kingdom,1137,Ben Joseph Green,7,3,7,7,7,4,35,Silver medal
1995,United Kingdom,1136,Matthew Fayers,7,1,5,6,7,0,26,Bronze medal
1995,United Kingdom,3919,Louisa Mary Orton,7,7,2,1,7,1,25,Bronze medal
1995,United Kingdom,3964,Peter Keevash,7,0,2,3,7,1,20,Bronze medal
1995,United States of America,3828,Joshua Nichols-Barrer,7,0,7,7,7,7,35,Silver medal
1995,United States of America,1141,Aleksandr Khazanov,4,7,7,7,2,7,34,Silver medal
1995,United States of America,1143,Jacob Lurie,7,0,3,7,7,7,31,Silver medal
1995,United States of America,3891,Andrei Gnepp,7,0,7,6,7,1,28,Bronze medal
1995,United States of America,3909,Jay Chyung,7,0,6,7,6,1,27,Bronze medal
1995,United States of America,3939,Christopher C. Chang,7,0,1,7,2,6,23,Bronze medal
1995,Taiwan,833,Ho-Lin Chen,7,7,5,7,7,2,35,Silver medal
1995,Taiwan,3835,Yi-Chih Chiu,7,7,7,6,7,0,34,Silver medal
1995,Taiwan,3841,Chih-Yawn Chuang,7,7,5,7,7,0,33,Silver medal
1995,Taiwan,3878,Shin-Yao Jow,7,2,6,7,7,0,29,Silver medal
1995,Taiwan,838,Bor-Ching Su,7,7,5,7,2,0,28,Bronze medal
1995,Taiwan,3999,Cheng-Chou Shu,7,0,2,7,1,0,17,Honourable mention
1995,Israel,937,Lev Buhovsky,7,7,5,7,7,7,40,Gold medal
1995,Israel,940,Lev Radzivilovsky,7,7,7,7,7,0,35,Silver medal
1995,Israel,938,Maxim Iorsh,7,0,7,7,7,2,30,Silver medal
1995,Israel,942,Or Tzuk,7,0,5,7,7,2,28,Bronze medal
1995,Israel,3934,Mark Zlochin,6,0,3,7,7,0,23,Bronze medal
1995,Israel,4011,Eli Desyatnikov,7,0,4,4,0,0,15,Honourable mention
1995,India,920,Subhash Ajit Khot,7,7,4,7,7,0,32,Silver medal
1995,India,3853,Subramanian Lakshminarayanan,6,7,4,7,7,0,31,Silver medal
1995,India,3863,Sumankar Shankar,6,7,3,7,7,0,30,Silver medal
1995,India,921,Abhijit Mahabal,6,0,6,6,7,2,27,Bronze medal
1995,India,3933,Ravi Kant,6,0,4,6,7,0,23,Bronze medal
1995,India,3941,Rohit Khandekar,3,0,5,5,7,2,22,Bronze medal
1995,Germany,888,Gunther Vogel,7,7,7,7,7,2,37,Gold medal
1995,Germany,3818,Bertram Felgenhauer,7,7,7,5,7,2,35,Silver medal
1995,Germany,885,Arend Bayer,7,0,7,6,7,2,29,Silver medal
