leto,država,id,ime,p1,p2,p3,p4,p5,p6,vsota,nagrada 
2008,Democratic People's Republic of Korea,15764,Sin Kum Song,7,7,7,6,7,0,34,Gold medal
2008,Democratic People's Republic of Korea,15766,An Sung Chol,7,7,7,7,0,2,30,Silver medal
2008,Democratic People's Republic of Korea,17759,Chol Hyok Pak,5,7,7,7,1,0,27,Silver medal
2008,Democratic People's Republic of Korea,17761,Gwang Chon Kim,7,6,0,4,7,0,24,Silver medal
2008,Democratic People's Republic of Korea,17758,Jin Song Kim,7,7,1,6,2,0,23,Silver medal
2008,Turkey,17760,Umut Varolgüneş,7,7,7,7,7,1,36,Gold medal
2008,Turkey,15863,Melih Üçer,7,7,7,7,7,0,35,Gold medal
2008,Turkey,17762,Ömer Faruk Tekin,7,7,7,7,7,0,35,Gold medal
2008,Turkey,17765,Fehmi Emre Kadan,5,7,7,7,0,0,26,Silver medal
2008,Turkey,15864,Semih Yavuz,7,4,0,7,1,0,19,Bronze medal
2008,Turkey,17763,Alper İnecik,7,7,0,4,1,0,19,Bronze medal
2008,Taiwan,15849,Pao-Yu Chien,7,7,6,7,7,0,34,Gold medal
2008,Taiwan,17728,Szu-Po Wang,7,7,5,7,7,0,33,Gold medal
2008,Taiwan,8867,Pi-Hsun Shih,7,6,3,7,7,0,30,Silver medal
2008,Taiwan,17723,Lun-Kai Hsu,7,5,0,7,7,0,26,Silver medal
2008,Taiwan,17726,Po-Hsiang Hao,7,7,1,7,1,0,23,Silver medal
2008,Taiwan,15852,Kuan-Chieh Liao,7,1,0,7,7,0,22,Silver medal
2008,Hungary,15562,László Miklós Lovász,7,4,7,7,7,7,39,Gold medal
2008,Hungary,9035,István Tomon,7,7,3,7,7,6,37,Gold medal
2008,Hungary,17660,András Eisenberger,7,5,0,7,7,0,26,Silver medal
2008,Hungary,17671,Viktor Kiss,3,5,0,7,7,0,22,Silver medal
2008,Hungary,15561,Dániel Korándi,7,1,0,7,7,0,22,Silver medal
2008,Hungary,17679,Kristóf Kornis,7,1,0,4,7,0,19,Bronze medal
2008,Japan,8473,Makoto Soejima,7,7,7,7,7,0,35,Gold medal
2008,Japan,15610,Norifumi Seki,7,7,4,7,7,0,32,Gold medal
2008,Japan,17367,Shiro Imamura,5,1,7,6,7,1,27,Silver medal
2008,Japan,17368,Kazuhiro Hosaka,7,5,0,7,7,0,26,Silver medal
2008,Japan,17365,Tomohiro Asano,7,1,0,7,7,0,22,Silver medal
2008,Japan,15613,Motoki Takigiku,7,7,0,7,0,0,21,Bronze medal
2008,Vietnam,17976,Hoàng Đức Ý,7,7,7,6,0,7,34,Gold medal
2008,Vietnam,17972,Lê Ngọc Anh,7,4,7,7,7,0,32,Gold medal
2008,Vietnam,17974,Đỗ Thị Thu Thảo,7,7,0,7,7,1,29,Silver medal
2008,Vietnam,17973,Nguyễn Phạm Đạt,7,1,0,7,7,1,23,Silver medal
2008,Vietnam,17975,Đặng Trần Tiến Vinh,7,7,0,7,0,0,21,Bronze medal
2008,Vietnam,17984,Dương Trọng Hoàng,7,5,0,7,1,0,20,Bronze medal
2008,Poland,8822,Przemysław Mazur,7,7,7,7,7,0,35,Gold medal
2008,Poland,17612,Jacek Jendrej,7,7,7,7,7,0,35,Gold medal
2008,Poland,17613,Jakub Konieczny,7,4,0,7,7,0,25,Silver medal
2008,Poland,17616,Karol Żebrowski,7,4,0,7,7,0,25,Silver medal
2008,Poland,17614,Szymon Majewski,7,7,0,7,1,0,22,Silver medal
2008,Poland,17406,Radosław Burny,7,1,0,1,6,0,15,Bronze medal
2008,Bulgaria,8878,Nikolay Ivanov Beluhov,7,7,7,7,2,7,37,Gold medal
2008,Bulgaria,15445,Aleksandar Kirilov Daskalov,7,5,0,7,7,7,33,Gold medal
2008,Bulgaria,17840,Lyuboslav Nikolaev Panchev,7,7,7,4,0,0,25,Silver medal
2008,Bulgaria,17845,Borislav Atanasov Valkov,7,7,0,7,0,0,21,Bronze medal
2008,Bulgaria,17836,Svetozar Zlatkov Stankov,7,1,0,6,3,2,19,Bronze medal
2008,Bulgaria,17842,Evgeni Simeonov Dimitrov,7,1,0,4,7,0,19,Bronze medal
2008,Ukraine,15868,Pavlo Mishchenko,7,7,7,7,7,0,35,Gold medal
2008,Ukraine,15871,Yuriy Shyshatskyy,7,5,7,6,7,0,32,Gold medal
2008,Ukraine,17707,Nazar Serdyuk,7,5,0,1,7,7,27,Silver medal
2008,Ukraine,17708,Dmytro Sobolyev,7,7,2,4,3,0,23,Silver medal
2008,Ukraine,17706,Vitaliy Senin,7,5,0,6,2,0,20,Bronze medal
2008,Ukraine,17705,Yuliya Semikina,7,2,0,7,0,0,16,Bronze medal
2008,Brazil,17744,Renan Henrique Finder,7,7,2,7,7,0,30,Silver medal
2008,Brazil,15434,Henrique Pondé de Oliveira Pinto,7,7,0,7,7,1,29,Silver medal
2008,Brazil,15438,Rafael Tupynambá Dutra,7,5,0,7,7,1,27,Silver medal
2008,Brazil,17742,Davi Lopes Alves de Medeiros,7,5,0,7,7,0,26,Silver medal
2008,Brazil,9018,Régis Prado Barbosa,7,4,0,7,7,0,25,Silver medal
2008,Brazil,17739,Marcelo Matheus Gauy,7,1,0,7,0,0,15,Bronze medal
2008,Peru,17591,Fernando Manrique Montañez,7,7,7,6,7,1,35,Gold medal
2008,Peru,17590,César Cuenca Lucero,7,4,0,6,7,1,25,Silver medal
2008,Peru,15742,Ricardo Jesús Ramos Castillo,7,7,3,6,0,0,23,Silver medal
2008,Peru,17593,Tomás Miguel Angles Larico,7,7,0,7,0,1,22,Silver medal
2008,Peru,17607,Ivan Muñoz Castillo,7,7,0,4,0,0,18,Bronze medal
2008,Peru,17592,Amilcar Velez Salamanca,7,4,0,7,0,0,18,Bronze medal
2008,Romania,15772,Elena Mădălina Persu,7,5,7,7,2,0,28,Silver medal
2008,Romania,15770,Livia Alexandra Ilie,7,3,0,7,7,2,26,Silver medal
2008,Romania,18023,Filip Andrei Chindea,7,5,7,7,0,0,26,Silver medal
2008,Romania,18021,Victor Pădureanu,7,1,0,7,7,1,23,Silver medal
2008,Romania,18024,Daniel - Tiberiu Rimovecz,7,7,0,7,0,0,21,Bronze medal
2008,Romania,15771,Mihail-Eugen Dumitrescu,7,1,1,7,1,0,17,Bronze medal
2008,Australia,17683,Andrew Elvey Price,7,7,0,7,7,1,29,Silver medal
2008,Australia,15392,Giles Samuel Vernon Gardam,7,4,0,7,7,0,25,Silver medal
2008,Australia,17686,Paul Cheung,7,4,0,7,7,0,25,Silver medal
2008,Australia,15396,Matthew Cedric Menzies,7,5,4,1,7,0,24,Silver medal
2008,Australia,15394,Irene Yuan Lo,7,1,0,7,7,0,22,Silver medal
2008,Australia,17687,Sampson Wong,7,1,0,6,0,1,15,Bronze medal
2008,Germany,15545,Lisa Sauermann,7,2,7,7,5,7,35,Gold medal
2008,Germany,15547,Georg Schröter,7,4,3,7,7,0,28,Silver medal
2008,Germany,15543,Malte Lackmann,7,7,1,7,1,1,24,Silver medal
2008,Germany,17690,Jessica Fintzen,7,1,0,4,7,0,19,Bronze medal
2008,Germany,17691,Florentin Münch,7,6,1,4,0,0,18,Bronze medal
2008,Germany,17695,Philipp Weiß,6,1,0,4,3,1,15,Bronze medal
2008,Serbia,17578,Luka Milićević,7,7,2,7,7,1,31,Gold medal
2008,Serbia,15803,Dušan Milijančević,7,7,7,7,1,0,29,Silver medal
2008,Serbia,15800,Teodor von Burg,7,2,6,7,4,1,27,Silver medal
2008,Serbia,9055,Marija Jelić,7,5,0,7,7,0,26,Silver medal
2008,Serbia,17594,Aleksandar Vasiljković,7,1,0,6,0,0,14,Honourable mention
2008,Serbia,17772,Vladimir Nikolić,2,0,0,7,3,0,12,Honourable mention
2008,Canada,15454,Jonathan Timur Schneider,7,7,0,7,7,0,28,Silver medal
2008,Canada,15452,Yan Li,7,7,1,4,7,0,26,Silver medal
2008,Canada,17875,Xiaolin (Danny) Shi,7,5,0,7,2,0,21,Bronze medal
2008,Canada,17876,Chen Sun,7,1,0,6,7,0,21,Bronze medal
2008,Canada,15453,Alexander Remorov,7,5,0,7,1,0,20,Bronze medal
2008,Canada,15455,Chengyue (Jarno) Sun,7,4,0,7,1,0,19,Bronze medal
2008,United Kingdom,15872,Alison Zhu,5,7,0,6,7,0,25,Silver medal
2008,United Kingdom,15875,Tom Lovering,7,1,3,7,7,0,25,Silver medal
2008,United Kingdom,15874,Tim Hennock,7,3,0,7,7,0,24,Silver medal
2008,United Kingdom,17780,Peter Leach,7,1,0,7,7,1,23,Silver medal
2008,United Kingdom,17786,Freddie Manners,7,2,0,4,7,0,20,Bronze medal
2008,United Kingdom,15876,Dominic Yeo,5,1,0,7,3,0,16,Bronze medal
2008,Italy,15604,Andrea Fogari,7,1,7,7,7,1,30,Silver medal
2008,Italy,17803,Andrea Conti,7,5,0,7,7,0,26,Silver medal
2008,Italy,15607,Pietro Vertechi,7,2,7,7,1,0,24,Silver medal
2008,Italy,17806,Davide Lombardo,7,1,1,7,3,0,19,Bronze medal
2008,Italy,15605,Mattia Galeotti,7,5,0,6,0,0,18,Bronze medal
2008,Italy,17805,Federico Lo Bianco,7,1,0,7,0,0,15,Bronze medal
2008,Kazakhstan,17820,Yegor Klochkov,7,7,4,7,7,0,32,Gold medal
2008,Kazakhstan,17823,Nursultan Khadjimuratov,7,5,0,4,0,7,23,Silver medal
2008,Kazakhstan,17822,Tussupbekov Yerkin,7,7,0,7,1,0,22,Silver medal
2008,Kazakhstan,17824,Sanzhar Orazbayev,7,5,1,7,0,0,20,Bronze medal
2008,Kazakhstan,15614,Asset Daliyev,7,1,1,7,0,0,16,Bronze medal
2008,Kazakhstan,17825,Yeskendir Kassenov,7,1,0,7,0,0,15,Bronze medal
2008,Belarus,17701,Kanstantsin Sharsniou,7,7,0,7,7,0,28,Silver medal
2008,Belarus,15428,Dzianis Pirshtuk,7,7,1,7,3,0,25,Silver medal
2008,Belarus,15427,Sviatlana Auchynnikava,7,5,1,7,5,0,25,Silver medal
2008,Belarus,17703,Aliaksei Vaidzelevich,7,5,0,7,0,0,19,Bronze medal
2008,Belarus,17700,Mikhail Hlushchanka,5,5,0,7,0,0,17,Bronze medal
2008,Belarus,17702,Artsiom Toyestseu,1,5,0,4,0,1,11,
2008,Israel,8958,Dan Carmon,7,5,7,7,7,2,35,Gold medal
2008,Israel,15601,Ofir Gorodetsky,7,7,0,7,3,0,24,Silver medal
2008,Israel,15600,Omri Ben Eliezer,7,1,0,7,5,0,20,Bronze medal
2008,Israel,9115,Oleg Zlydenko,5,5,0,7,2,0,19,Bronze medal
2008,Israel,18040,Ohad Nir,7,0,0,7,0,0,14,Honourable mention
2008,Israel,18039,Lir Bahack,1,0,0,7,0,0,8,Honourable mention
2008,Hong Kong,15556,Cho Ho Lam,7,7,0,4,7,0,25,Silver medal
2008,Hong Kong,15558,Cheuk Ting Li,7,1,0,7,7,0,22,Silver medal
2008,Hong Kong,8760,Chiu Wai Wong,7,7,1,0,7,0,22,Silver medal
2008,Hong Kong,17331,Ping Ngai Chung,7,1,0,7,0,0,15,Bronze medal
2008,Hong Kong,17411,Yee Ka Tai,7,1,0,4,0,0,12,Honourable mention
2008,Hong Kong,17405,Wai Ming Tai,5,5,0,1,0,0,11,
2008,Mongolia,15689,Byambajav Namsraijav,7,7,1,7,7,0,29,Silver medal
2008,Mongolia,15687,Oyundari Gerelt,6,5,0,7,7,0,25,Silver medal
2008,Mongolia,9095,Temuge Enkhbaatar,7,4,0,7,0,0,18,Bronze medal
2008,Mongolia,17754,Enkhzaya Enkhtaivan,7,7,0,0,0,0,14,Honourable mention
2008,Mongolia,17777,Zorigoo Ochirkhuyag,7,0,0,4,0,0,11,Honourable mention
2008,Mongolia,17755,Myagmarjav Bold,5,1,0,3,0,0,9,
2008,France,17624,Jean-François Martin,7,1,0,7,7,0,22,Silver medal
2008,France,17620,Martin Clochard,7,6,0,7,1,0,21,Bronze medal
2008,France,17623,Ambroise Marigot,7,1,0,7,0,1,16,Bronze medal
2008,France,17621,Rémi De Joannis De Verclos,7,1,0,7,1,0,16,Bronze medal
2008,France,17622,Juliette Fournier,7,1,0,7,0,0,15,Bronze medal
2008,France,17625,Rémi Varloot,7,0,0,7,0,0,14,Honourable mention
2008,India,17863,Anirudh Gurjale,5,7,1,6,0,0,19,Bronze medal
2008,India,17865,Utkarsh Tripathi,7,7,0,4,1,0,19,Bronze medal
2008,India,17864,Prashant Sohani,7,7,0,0,3,1,18,Bronze medal
2008,India,17861,Rudradev Basak,7,4,1,3,2,0,17,Bronze medal
2008,India,17860,Ankit Ashok Baraskar,7,1,0,7,1,0,16,Bronze medal
2008,India,17862,Abhinav Garg,7,1,0,4,2,0,14,Honourable mention
2008,Singapore,15793,Lei Lei,5,2,0,7,7,1,22,Silver medal
2008,Singapore,15789,Jia-Han Chiam,7,0,0,7,7,0,21,Bronze medal
2008,Singapore,8943,Wei Quan Lim,7,4,0,7,1,1,20,Bronze medal
2008,Singapore,17508,Dominic Lee Jun,7,1,0,7,1,0,16,Bronze medal
2008,Singapore,17506,Jun Ren Lim,7,1,0,4,0,0,12,Honourable mention
2008,Singapore,17507,Jun Le Goh,5,1,0,1,0,0,7,
2008,Netherlands,15701,Milan Lopuhaä,7,1,0,7,7,0,22,Silver medal
2008,Netherlands,17996,Floris van Doorn,7,1,0,7,7,0,22,Silver medal
2008,Netherlands,15700,Raymond van Bommel,1,1,0,7,7,0,16,Bronze medal
2008,Netherlands,17995,Remy van Dobben de Bruyn,7,1,0,7,1,0,16,Bronze medal
2008,Netherlands,17997,Alexander van Hoorn,3,1,0,6,0,0,10,
2008,Netherlands,17998,Maarten Roelofsma,3,1,0,4,0,0,8,
2008,Uzbekistan,17549,Sherzod Safoyev,7,7,0,4,0,0,18,Bronze medal
2008,Uzbekistan,17554,Farhod Haydarov,7,7,0,4,0,0,18,Bronze medal
2008,Uzbekistan,17551,Diyora Salimova,7,7,0,4,0,0,18,Bronze medal
2008,Uzbekistan,15885,Alisher Eshonkulov,7,7,0,4,0,0,18,Bronze medal
2008,Uzbekistan,17552,Elbek Kurbonov,3,4,0,4,0,0,11,
2008,Uzbekistan,17553,Abror Pirnapasov,1,6,0,4,0,0,11,
2008,Lithuania,8768,Vytautas Gruslys,7,5,0,7,7,0,26,Silver medal
2008,Lithuania,17917,Vaidotas Kurlianskas,5,5,0,7,1,0,18,Bronze medal
2008,Lithuania,15650,Gytis Žilinskas,7,1,0,6,1,0,15,Bronze medal
2008,Lithuania,17918,Jonas Pauliukevičius,7,2,0,4,0,0,13,Honourable mention
2008,Lithuania,15648,Vaidotas Juronis,7,1,0,4,0,0,12,Honourable mention
2008,Lithuania,17916,Julius Jonušas,7,1,0,0,0,0,8,Honourable mention
2008,Indonesia,17855,Andreas Dwi Maryanto Gunawan,7,5,0,4,7,0,23,Silver medal
2008,Indonesia,17851,Aldrian Obaja Muis,7,3,0,7,2,0,19,Bronze medal
2008,Indonesia,17857,Fahmi Fuady,4,7,0,6,0,0,17,Bronze medal
2008,Indonesia,17856,Joseph Andreas,7,1,0,4,0,0,12,Honourable mention
2008,Indonesia,17854,Satria Stanza Pramayoga,0,5,0,4,0,0,9,
2008,Indonesia,17858,Sa'Aadah Sajjana Carita,7,0,0,1,0,0,8,Honourable mention
2008,Mexico,9092,Aldo Pacchiano Camacho,7,1,0,7,7,0,22,Silver medal
2008,Mexico,17596,Manuel Guillermo López Buenfil,7,0,0,7,7,0,21,Bronze medal
2008,Mexico,17648,Malors Emilio Espinosa Lara,7,2,0,4,0,0,13,Honourable mention
2008,Mexico,17887,Rodrigo Mendoza Orozco,7,0,0,4,1,0,12,Honourable mention
2008,Mexico,15683,Manuel Jesús Novelo Puc,7,1,0,1,2,0,11,Honourable mention
2008,Mexico,17886,Andrés Campero Núñez,7,0,0,1,0,0,8,Honourable mention
2008,Croatia,17386,Adrian Satja Kurdija,7,4,0,7,2,0,20,Bronze medal
2008,Croatia,17391,Goran Žužić,7,1,0,4,7,0,19,Bronze medal
2008,Croatia,17390,Melkior Ornik,7,1,0,7,2,0,17,Bronze medal
2008,Croatia,17385,Nina Kamčev,7,1,1,4,1,0,14,Honourable mention
2008,Croatia,17389,Sara Muhvić,5,1,0,7,0,0,13,Honourable mention
2008,Croatia,17388,Ines Marušić,1,1,0,1,0,0,3,
2008,Argentina,18002,Germán Stefanich,7,5,0,6,7,0,25,Silver medal
2008,Argentina,15380,Nicolás Rodríguez Castro,7,4,0,7,2,0,20,Bronze medal
2008,Argentina,18000,Juan Andrés Dodyk,7,1,0,7,1,0,16,Bronze medal
2008,Argentina,15382,Mauro Schilman,7,1,0,7,0,0,15,Bronze medal
2008,Argentina,18004,Alan Givré,1,1,0,4,0,0,6,
2008,Argentina,18003,Miguel Maurizio,1,1,0,1,0,0,3,
2008,Czech Republic,15490,Miroslav Klimoš,7,7,0,7,7,0,28,Silver medal
2008,Czech Republic,17927,Josef Tkadlec,7,1,0,6,1,1,16,Bronze medal
2008,Czech Republic,17929,Jakub Töpfer,7,0,0,7,0,0,14,Honourable mention
2008,Czech Republic,17925,Jan Matějka,7,2,0,4,1,0,14,Honourable mention
2008,Czech Republic,17926,Samuel Říha,7,0,0,1,0,0,8,Honourable mention
2008,Czech Republic,17923,Tomáš Hřebejk,1,0,0,4,0,0,5,
2008,Greece,15551,Anastasios Vafeidis,7,4,2,7,0,0,20,Bronze medal
2008,Greece,15548,Silouanos Brazitikos,7,4,0,6,0,0,17,Bronze medal
2008,Greece,17869,Nikolaos Panagiotakos,7,0,0,7,0,0,14,Honourable mention
2008,Greece,17867,Ilias Giechaskiel,1,4,0,7,1,0,13,Honourable mention
2008,Greece,9129,Nikolaos Rapanos,7,1,0,4,0,0,12,Honourable mention
2008,Greece,15549,Alkistis Mavroeidi,7,1,0,1,0,0,9,Honourable mention
2008,Georgia,17892,Lasha Peradze,7,4,0,4,1,0,16,Bronze medal
2008,Georgia,17893,Tsotne Tabidze,7,1,0,7,0,0,15,Bronze medal
2008,Georgia,17890,Lasha Lakirbaia,7,1,0,7,0,0,15,Bronze medal
2008,Georgia,15536,Beka Ergemlidze,7,1,0,7,0,0,15,Bronze medal
2008,Georgia,15537,Levan Varamashvili,7,1,0,7,0,0,15,Bronze medal
2008,Georgia,17891,Nikoloz Salia,0,1,0,7,0,0,8,Honourable mention
2008,Spain,17715,Arnau Messegué Buisan,7,1,0,7,0,0,15,Bronze medal
2008,Spain,15512,Diego Bruno Izquierdo Arseguet,5,1,0,7,2,0,15,Bronze medal
2008,Spain,15515,Gabriel Fürstenheim Milerud,7,1,0,4,3,0,15,Bronze medal
2008,Spain,15516,David Alfaya Sánchez,7,1,0,4,1,0,13,Honourable mention
2008,Spain,17719,Moisés Herradón Cueto,7,1,0,4,1,0,13,Honourable mention
2008,Spain,17678,Juan José Madrigal Martínez,7,1,0,0,1,2,11,Honourable mention
2008,South Africa,9150,Henry Robert Thackeray,7,1,0,7,7,0,22,Silver medal
2008,South Africa,17789,Liam Baker,7,0,0,7,0,0,14,Honourable mention
2008,South Africa,17787,Ben-Eben De Klerk,7,1,0,4,0,0,12,Honourable mention
2008,South Africa,15781,Nicolaas van der Mey,5,1,0,4,2,0,12,
2008,South Africa,17790,Haroon Moolla,1,1,0,7,1,0,10,Honourable mention
2008,South Africa,15778,Francois Jacobus Conradie,1,1,0,7,0,0,9,Honourable mention
2008,Colombia,9126,Santiago Cuéllar,7,5,0,7,7,0,26,Silver medal
2008,Colombia,9127,Miguel Acosta,7,1,0,7,7,0,22,Silver medal
2008,Colombia,15470,Jorge Alberto Olarte,7,0,0,4,0,0,11,Honourable mention
2008,Colombia,17943,Hayden Liu Weng,2,0,0,4,3,0,9,
2008,Colombia,17940,Nicolas Páez,2,1,0,4,0,0,7,
2008,Colombia,17942,Carlos Carvajal,1,0,0,1,0,0,2,
2008,Slovakia,15822,Michal Spišiak,7,2,0,7,1,0,17,Bronze medal
2008,Slovakia,15819,Vladislav Ujházi,5,4,0,7,0,0,16,Bronze medal
2008,Slovakia,17501,Filip Sládek,7,1,0,7,0,0,15,Bronze medal
2008,Slovakia,17500,Tomáš Kocák,7,1,0,4,1,0,13,Honourable mention
2008,Slovakia,17499,Albert Herencsár,5,0,0,4,0,0,9,
2008,Slovakia,17498,Miroslav Baláž,2,0,0,4,0,0,6,
2008,Turkmenistan,9176,Merdan Artykov,7,5,0,4,1,0,17,Bronze medal
2008,Turkmenistan,15846,Nazar Emirov,7,5,0,4,0,0,16,Bronze medal
2008,Turkmenistan,15844,Azat Meredov,7,1,0,7,0,0,15,Bronze medal
2008,Turkmenistan,18038,Kakamyrat Tusiyev,7,1,0,7,0,0,15,Bronze medal
2008,Turkmenistan,18037,Gaygysyz Hojanazarov,7,1,0,0,0,0,8,Honourable mention
2008,Turkmenistan,18036,Archyn Seyidov,1,0,0,4,0,0,5,
2008,Azerbaijan,15407,Sarkhan Badirli,5,5,0,7,2,0,19,Bronze medal
2008,Azerbaijan,15403,Ruslan Muslumov,5,4,0,7,0,0,16,Bronze medal
2008,Azerbaijan,15405,Elyar Gulamhuseynli,5,7,0,4,0,0,16,Bronze medal
2008,Azerbaijan,17846,Farid Mammadov,6,1,0,4,0,0,11,
2008,Azerbaijan,17847,Shahriyar Garaloglu,4,0,0,4,0,0,8,
2008,Azerbaijan,17848,Zulfu Aslanli,0,0,0,4,0,0,4,
2008,Republic of Moldova,9047,Andrei Frimu,7,5,0,7,7,1,27,Silver medal
2008,Republic of Moldova,15676,Andrei Iliaşenco,7,6,0,1,0,0,14,Honourable mention
2008,Republic of Moldova,17993,Dragoş Gîlcă,7,1,0,4,0,0,12,Honourable mention
2008,Republic of Moldova,17958,Alexei Zubarev,6,1,0,4,0,0,11,
2008,Republic of Moldova,17968,Alexandru Grigoroi,0,1,0,6,1,0,8,
2008,Republic of Moldova,15674,Iulian Gramaţki,0,1,0,1,0,0,2,
2008,Bosnia and Herzegovina,9154,Jelena Radović,5,5,1,7,2,0,20,Bronze medal
2008,Bosnia and Herzegovina,15424,Salem Malikić,7,4,0,7,0,0,18,Bronze medal
2008,Bosnia and Herzegovina,8979,Vedran Karahodžić,7,1,1,7,0,1,17,Bronze medal
2008,Bosnia and Herzegovina,17798,Ana Krkljić,7,0,0,1,0,0,8,Honourable mention
2008,Bosnia and Herzegovina,17800,Emina Memić,1,1,0,1,0,0,3,
2008,Bosnia and Herzegovina,17795,Marko Jovović,1,1,0,0,0,0,2,
2008,Slovenia,15799,Jure Vogrinc,7,1,0,7,2,0,17,Bronze medal
2008,Slovenia,17558,Primož Pušnik,7,5,0,4,0,0,16,Bronze medal
2008,Slovenia,17555,Aljaž Zalar,7,1,0,4,2,0,14,Honourable mention
2008,Slovenia,17559,Gregor Grasselli,4,0,0,4,0,0,8,
2008,Slovenia,17556,Matej Aleksandrov,5,1,0,1,0,0,7,
2008,Slovenia,15797,Anja Komatar,2,0,0,4,0,0,6,
2008,Switzerland,17640,Johannes Josi,7,1,0,7,7,0,22,Silver medal
2008,Switzerland,15813,Eben Freeman,7,2,0,7,0,0,16,Bronze medal
2008,Switzerland,15816,Dimitri Wyss,7,5,0,0,0,0,12,Honourable mention
2008,Switzerland,17844,Georg Balmer,0,2,0,7,0,0,9,Honourable mention
2008,Switzerland,15814,Raphael Steiner,1,1,0,4,0,0,6,
2008,Switzerland,17656,Michael Liu,1,1,0,1,0,0,3,
2008,Sweden,8578,Gunnar Guannan Peng,7,1,0,7,7,0,22,Silver medal
2008,Sweden,17375,Thomas Bååth-Sjöblom,7,2,0,4,0,0,13,Honourable mention
2008,Sweden,17352,Peter Zarén,7,1,0,4,0,0,12,Honourable mention
2008,Sweden,17361,Gabriel Isheden,7,0,0,4,0,0,11,Honourable mention
2008,Sweden,17341,Morgan Svensson Seth,1,1,0,4,0,0,6,
2008,Sweden,17350,Tony Johansson,1,1,0,1,0,0,3,
2008,Denmark,9187,Sune Kristian Jakobsen,7,1,1,7,7,1,24,Silver medal
2008,Denmark,15501,Asger Kjærulff Jensen,7,1,0,7,7,0,22,Silver medal
2008,Denmark,15497,Henrik Tobias Madsen,1,1,0,7,2,0,11,Honourable mention
2008,Denmark,17635,Rasmus Nørtoft Johansen,0,1,0,4,0,0,5,
2008,Denmark,17730,Niels Olsen,1,0,0,1,0,0,2,
2008,Denmark,17638,Mathias Bundgaard Svensson,1,0,0,1,0,0,2,
2008,Costa Rica,17948,Carlos Bonilla Zúñiga,7,2,0,7,0,0,16,Bronze medal
2008,Costa Rica,17949,Karim Antonio Vindas Yassine,7,1,0,7,0,0,15,Bronze medal
2008,Costa Rica,17952,Alonso Zamora Mejias,7,1,0,4,0,0,12,Honourable mention
2008,Costa Rica,15473,Rafael Ángel Rodríguez Arguedas,7,1,0,3,1,0,12,Honourable mention
2008,Costa Rica,17953,Daniel Barrantes Garbanzo,7,0,0,0,0,0,7,Honourable mention
2008,Costa Rica,17950,Daniel Esquivel Barrantes,1,1,0,1,0,0,3,
2008,Malaysia,9049,Loke Zhi Kin,5,5,0,7,7,0,24,Silver medal
2008,Malaysia,17316,Joshua Lim Kai Tsen,5,1,0,7,0,0,13,Honourable mention
2008,Malaysia,15669,Saw Yihui,7,1,0,1,0,0,9,Honourable mention
2008,Malaysia,15670,Muhamad Amir Bin Mohd Fadzil,7,0,0,0,0,1,8,Honourable mention
2008,Malaysia,17778,Tham Ying Hong,7,0,0,0,0,0,7,Honourable mention
2008,Malaysia,9298,Lim Yu Wei,1,1,0,1,1,0,4,
2008,Austria,8600,Yimin Ge,7,1,0,7,1,0,16,Bronze medal
2008,Austria,15400,Philipp Schönbauer,7,0,0,7,0,0,14,Honourable mention
2008,Austria,17979,Enrico Kravina,7,0,0,6,0,0,13,Honourable mention
2008,Austria,17982,Joachim Orthaber,7,1,0,1,1,0,10,Honourable mention
2008,Austria,17981,Waltraud Lederle,7,1,0,0,0,0,8,Honourable mention
2008,Austria,17980,Martin Köberl,0,0,0,1,1,0,2,
2008,Norway,8595,Jørgen Vold Rennemo,7,7,7,7,7,0,35,Gold medal
2008,Norway,17837,Sivert Bocianowski,7,1,0,4,0,0,12,Honourable mention
2008,Norway,17653,Thomas Berge Grythe,5,1,0,4,0,0,10,
2008,Norway,15715,Felix Tadeus Prinz,1,1,0,1,0,0,3,
2008,Norway,17636,Stian Valle,1,0,0,1,0,0,2,
2008,Norway,17838,Ola Liabøtrø,0,0,0,0,0,0,0,
2008,Belgium,17885,Nicolas Radu,7,1,0,7,7,0,22,Silver medal
2008,Belgium,15415,Pierre-Alain Jacqmin,5,1,0,7,2,0,15,Bronze medal
2008,Belgium,15414,Hoan-Phung Bui,4,0,1,7,2,0,14,Honourable mention
2008,Belgium,17880,Daan Michiels,1,1,0,1,2,0,5,
2008,Belgium,17883,Mats Vermeeren,1,0,0,0,2,0,3,
2008,Belgium,17884,Dennis Presotto,1,0,0,1,0,0,2,
2008,North Macedonia,9164,Bodan Arsovski,7,1,0,6,7,0,21,Bronze medal
2008,North Macedonia,17935,Bojan Joveski,7,4,0,4,0,0,15,Bronze medal
2008,North Macedonia,17937,Dimitar Trenevski,5,2,0,1,0,0,8,
2008,North Macedonia,17933,Stefan Lozanovski,5,1,0,1,0,0,7,
2008,North Macedonia,17936,Filip Talimdzioski,0,1,0,4,1,0,6,
2008,North Macedonia,17934,Predrag Gruevski,1,0,0,1,2,0,4,
2008,Luxembourg,15652,Jingran Lin,7,1,0,1,7,0,16,Bronze medal
2008,Luxembourg,15653,Pierre Haas,7,1,0,7,0,0,15,Bronze medal
2008,Luxembourg,8723,Giancarlo Kerg,7,1,0,4,0,0,12,Honourable mention
2008,Luxembourg,17672,Marc Sinner,7,0,0,4,0,0,11,Honourable mention
